timestamp,student_id,student_name,engagement_score,emotion,confidence,face_detected,engagement_category
2025-08-11 21:30:29.215914,STU012,Liam Garcia,0.6891389166259188,neutral,0.9320184494907557,0,neutral
2025-08-12 01:33:29.215914,STU002,Bob Smith,0.35640959659579535,neutral,0.8981573140934334,1,neutral
2025-08-12 01:40:29.215914,STU002,Bob Smith,0.6323075038517532,focused,0.6309382774928622,1,neutral
2025-08-12 03:59:29.215914,STU005,Emma Brown,0.5779704605858182,neutral,0.6149340883747083,1,neutral
2025-08-12 04:13:29.215914,STU001,Alice Johnson,0.5653431685325001,neutral,0.9226195486050348,1,neutral
2025-08-12 06:07:29.215914,STU010,Jack Anderson,0.6625003059401023,neutral,0.7490303025317888,1,neutral
2025-08-12 22:59:29.215914,STU009,Ivy Chen,0.3374498513465609,focused,0.7947869912201679,1,neutral
2025-08-12 23:31:29.215914,STU002,Bob Smith,0.4828171311294004,neutral,0.8329935483570277,1,neutral
2025-08-13 00:44:29.215914,STU001,Alice Johnson,0.6912190604934104,neutral,0.9217729382519382,1,neutral
2025-08-13 01:51:29.215914,STU010,Jack Anderson,0.38331910943451647,focused,0.652098061551753,0,neutral
2025-08-13 03:55:29.215914,STU008,Henry Taylor,0.6557573085914424,focused,0.8796861160312412,1,neutral
2025-08-13 23:06:29.215914,STU001,Alice Johnson,0.4053573207601939,neutral,0.8666873059245377,1,neutral
2025-08-13 23:06:29.215914,STU010,Jack Anderson,0.3477330725022283,neutral,0.7349567867704738,1,neutral
2025-08-14 05:42:29.215914,STU012,Liam Garcia,0.6942122384787559,focused,0.7266002798836321,1,neutral
2025-08-14 07:14:29.215914,STU008,Henry Taylor,0.5978665311660845,focused,0.7278322176072707,1,neutral
2025-08-14 07:16:29.215914,STU012,Liam Garcia,0.4349701410379136,neutral,0.7145009440898498,1,neutral
2025-08-14 23:37:29.215914,STU006,Frank Miller,0.5311431772689754,focused,0.629113388130395,1,neutral
2025-08-15 03:40:29.215914,STU008,Henry Taylor,0.45944510934683513,focused,0.7672823708623593,1,neutral
2025-08-15 23:59:29.215914,STU009,Ivy Chen,0.6956885060356011,focused,0.9051304512637839,1,neutral
2025-08-16 06:13:29.215914,STU005,Emma Brown,0.591939549289847,focused,0.738484842522971,1,neutral
2025-08-16 23:30:29.215914,STU001,Alice Johnson,0.33981679821146815,focused,0.618684398771636,0,neutral
2025-08-17 00:21:29.215914,STU012,Liam Garcia,0.3530297667192982,focused,0.9022858232976549,0,neutral
2025-08-17 03:35:29.215914,STU009,Ivy Chen,0.5301711867243208,neutral,0.803436093746356,1,neutral
2025-08-18 00:10:29.215914,STU009,Ivy Chen,0.597010166930718,focused,0.936290853454914,1,neutral
2025-08-18 04:03:29.215914,STU009,Ivy Chen,0.48651942104993756,neutral,0.6973209680382538,1,neutral
2025-08-18 04:36:29.215914,STU008,Henry Taylor,0.5886275150167803,focused,0.9130082733539953,1,neutral
2025-08-18 04:51:29.215914,STU006,Frank Miller,0.4245831865722598,focused,0.8257970973278629,1,neutral
2025-08-18 04:59:29.215914,STU004,David Wilson,0.6115688432543123,neutral,0.9324119902066951,1,neutral
2025-08-18 05:06:29.215914,STU012,Liam Garcia,0.3886825038140781,neutral,0.7037008456221103,1,neutral
2025-08-18 21:54:29.215914,STU006,Frank Miller,0.6933495977854002,focused,0.620502368537032,1,neutral
2025-08-19 00:32:29.215914,STU003,Carol Davis,0.5773659286758097,neutral,0.8538958931167757,0,neutral
2025-08-19 02:04:29.215914,STU010,Jack Anderson,0.3564147984628817,neutral,0.938168589802632,0,neutral
2025-08-19 23:40:29.215914,STU011,Kate Thompson,0.3720216040377186,focused,0.9327798773935776,1,neutral
2025-08-20 01:44:29.215914,STU012,Liam Garcia,0.30662601260313577,focused,0.8680671220828237,0,neutral
2025-08-20 03:19:29.215914,STU002,Bob Smith,0.31453215706010446,neutral,0.6016255113280509,1,neutral
2025-08-20 04:36:29.215914,STU009,Ivy Chen,0.45394644598554645,neutral,0.8361325615005908,1,neutral
2025-08-20 06:21:29.215914,STU005,Emma Brown,0.37563166290872857,neutral,0.6448245493689403,1,neutral
2025-08-21 00:39:29.215914,STU009,Ivy Chen,0.6097569994400944,focused,0.9269974396897773,1,neutral
2025-08-21 23:38:29.215914,STU001,Alice Johnson,0.392897325973135,focused,0.8417471586917146,1,neutral
2025-08-22 00:50:29.215914,STU002,Bob Smith,0.601690210909771,neutral,0.803767832553302,1,neutral
2025-08-22 04:15:29.215914,STU012,Liam Garcia,0.4913487921935943,neutral,0.8077390784978496,1,neutral
2025-08-22 06:48:29.215914,STU011,Kate Thompson,0.33392981855952086,neutral,0.927710640111052,0,neutral
2025-08-23 04:03:29.215914,STU007,Grace Lee,0.6805575401206874,neutral,0.7129023079214685,1,neutral
2025-08-23 04:06:29.215914,STU006,Frank Miller,0.6288879850298876,neutral,0.6230836068787523,1,neutral
2025-08-23 21:25:29.215914,STU002,Bob Smith,0.5325359074763623,focused,0.7550611089067852,1,neutral
2025-08-23 23:02:29.215914,STU001,Alice Johnson,0.5035348613323418,focused,0.6669173133397759,0,neutral
2025-08-24 03:53:29.215914,STU008,Henry Taylor,0.4108973044694943,neutral,0.8322992426029656,1,neutral
2025-08-24 05:34:29.215914,STU011,Kate Thompson,0.6383881384845297,focused,0.762678522891181,0,neutral
2025-08-24 22:39:29.215914,STU009,Ivy Chen,0.5061461609241188,focused,0.802355044426559,0,neutral
2025-08-24 23:16:29.215914,STU003,Carol Davis,0.6390160224044146,neutral,0.8004518056788118,0,neutral
2025-08-25 03:25:29.215914,STU004,David Wilson,0.4538502634355922,focused,0.8245453247622765,0,neutral
2025-08-25 05:16:29.215914,STU003,Carol Davis,0.6547028258969407,focused,0.7707026768312031,1,neutral
2025-08-25 05:36:29.215914,STU005,Emma Brown,0.5697621773331389,focused,0.7705492722959135,0,neutral
2025-08-25 23:40:29.215914,STU006,Frank Miller,0.5461177424249976,neutral,0.7395676381967262,1,neutral
2025-08-25 23:55:29.215914,STU001,Alice Johnson,0.6912913280691121,neutral,0.6823035735652635,1,neutral
2025-08-26 00:56:29.215914,STU008,Henry Taylor,0.47600274047717483,neutral,0.6637382353869695,0,neutral
2025-08-26 05:09:29.215914,STU007,Grace Lee,0.5964359850373573,focused,0.62980188833224,0,neutral
2025-08-26 05:29:29.215914,STU009,Ivy Chen,0.47750101664858446,focused,0.6417615054957561,0,neutral
2025-08-26 06:25:29.215914,STU012,Liam Garcia,0.6726235669622564,focused,0.9069104559895085,0,neutral
2025-08-27 02:01:29.215914,STU004,David Wilson,0.4428808074477726,focused,0.9016154076464756,0,neutral
2025-08-27 03:02:29.215914,STU011,Kate Thompson,0.31638190889932766,neutral,0.6213682465481309,1,neutral
2025-08-27 04:47:29.215914,STU001,Alice Johnson,0.3089575995679404,neutral,0.9031467167354522,1,neutral
2025-08-27 06:08:29.215914,STU008,Henry Taylor,0.6712180802156934,focused,0.6929243200242724,1,neutral
2025-08-28 00:25:29.215914,STU007,Grace Lee,0.5352978778993229,neutral,0.7699922817882059,0,neutral
2025-08-28 04:19:29.215914,STU006,Frank Miller,0.3971489854036902,neutral,0.6381271816550185,0,neutral
2025-08-28 05:43:29.215914,STU012,Liam Garcia,0.3218471718471009,neutral,0.8404236719564707,1,neutral
2025-08-28 23:02:29.215914,STU009,Ivy Chen,0.6554890768459299,neutral,0.607903419080048,0,neutral
2025-08-28 23:13:29.215914,STU007,Grace Lee,0.6648591544331541,focused,0.9235388401691103,0,neutral
2025-08-29 04:18:29.215914,STU001,Alice Johnson,0.6088313019083711,focused,0.6555680298547683,1,neutral
2025-08-29 06:05:29.215914,STU003,Carol Davis,0.682455457666253,focused,0.6380437237569783,1,neutral
2025-08-29 21:20:29.215914,STU010,Jack Anderson,0.5449665381878944,neutral,0.7342724242152154,1,neutral
2025-08-29 22:36:29.215914,STU012,Liam Garcia,0.4294452972261762,focused,0.6273692816302431,1,neutral
2025-08-30 03:32:29.215914,STU012,Liam Garcia,0.4112155434169362,focused,0.6258975010894895,1,neutral
2025-08-30 05:26:29.215914,STU004,David Wilson,0.47991643199343625,focused,0.6028981294095601,1,neutral
2025-08-30 05:55:29.215914,STU010,Jack Anderson,0.493049341318026,neutral,0.8239645016717105,1,neutral
2025-08-30 06:42:29.215914,STU010,Jack Anderson,0.4154048836740685,neutral,0.7740465301419153,1,neutral
2025-08-30 23:37:29.215914,STU007,Grace Lee,0.6687692010211471,focused,0.9440462084355925,1,neutral
2025-08-31 02:45:29.215914,STU010,Jack Anderson,0.6140176589365067,focused,0.8894407268005222,1,neutral
2025-08-31 05:39:29.215914,STU011,Kate Thompson,0.5435801625106632,neutral,0.7380378414529194,1,neutral
2025-08-31 23:33:29.215914,STU007,Grace Lee,0.48083054064983133,focused,0.6931683970088616,1,neutral
2025-09-01 06:26:29.215914,STU008,Henry Taylor,0.6338534110369693,focused,0.687604203979038,1,neutral
2025-09-01 06:45:29.215914,STU001,Alice Johnson,0.3626954179841881,neutral,0.7356283334598681,1,neutral
2025-09-01 23:10:29.215914,STU005,Emma Brown,0.4505287681278884,neutral,0.8119925941554973,1,neutral
2025-09-02 01:11:29.215914,STU009,Ivy Chen,0.47542812170881976,neutral,0.7375613833277289,1,neutral
2025-09-02 03:38:29.215914,STU004,David Wilson,0.3590624684705601,focused,0.8859632226841708,1,neutral
2025-09-02 04:38:29.215914,STU012,Liam Garcia,0.594783763292742,focused,0.7696560203164364,1,neutral
2025-09-02 05:18:29.215914,STU004,David Wilson,0.4915368706781895,focused,0.6394649505476392,1,neutral
2025-09-02 06:35:29.215914,STU003,Carol Davis,0.6830562929050724,neutral,0.8764725803252018,1,neutral
2025-09-02 22:29:29.215914,STU009,Ivy Chen,0.5009666613428042,neutral,0.7177799111320414,1,neutral
2025-09-03 01:44:29.215914,STU004,David Wilson,0.6685840268484953,neutral,0.6192450044532921,1,neutral
2025-09-03 03:09:29.215914,STU010,Jack Anderson,0.664015096570392,focused,0.8272140307650125,1,neutral
2025-09-03 04:18:29.215914,STU008,Henry Taylor,0.3811835963299489,neutral,0.6827920229874338,0,neutral
2025-09-03 05:36:29.215914,STU005,Emma Brown,0.43372555783788197,neutral,0.6398779745792779,0,neutral
2025-09-04 04:16:29.215914,STU010,Jack Anderson,0.5440743803323642,neutral,0.920673897826507,1,neutral
2025-09-04 04:34:29.215914,STU004,David Wilson,0.3844716327600479,focused,0.7445893868055637,1,neutral
2025-09-04 04:49:29.215914,STU009,Ivy Chen,0.5496333725234259,neutral,0.8742245258458461,1,neutral
2025-09-05 00:01:29.215914,STU005,Emma Brown,0.5274407373576382,neutral,0.8828479158110013,0,neutral
2025-09-05 00:49:29.215914,STU010,Jack Anderson,0.532981027024879,focused,0.7351821970630166,1,neutral
2025-09-05 00:58:29.215914,STU009,Ivy Chen,0.4509689600558109,focused,0.7562169149257905,1,neutral
2025-09-05 03:34:29.215914,STU005,Emma Brown,0.33895608005670985,neutral,0.8243470694641198,1,neutral
2025-09-05 05:09:29.215914,STU008,Henry Taylor,0.3771232351318109,neutral,0.7123928741755747,1,neutral
2025-09-06 01:08:29.215914,STU010,Jack Anderson,0.47108562835560364,focused,0.9282959239361545,1,neutral
2025-09-06 02:17:29.215914,STU003,Carol Davis,0.6962884561705119,focused,0.7961260326507308,0,neutral
2025-09-06 05:17:29.215914,STU012,Liam Garcia,0.3104566452095286,neutral,0.6406500524572307,1,neutral
2025-09-06 21:49:29.215914,STU005,Emma Brown,0.5491068367252568,focused,0.9143035360686749,1,neutral
2025-09-06 22:45:29.215914,STU010,Jack Anderson,0.5645820792372467,neutral,0.6092841293540615,0,neutral
2025-09-07 00:26:29.215914,STU008,Henry Taylor,0.5759147498681407,neutral,0.6323500333215188,1,neutral
2025-09-07 05:21:29.215914,STU010,Jack Anderson,0.33304544914523826,neutral,0.7701695639766682,0,neutral
2025-09-08 00:36:29.215914,STU002,Bob Smith,0.38513762462659845,focused,0.7144540306381787,0,neutral
2025-09-09 01:31:29.215914,STU006,Frank Miller,0.4475634303573736,focused,0.9061856137326536,1,neutral
2025-09-09 03:49:29.215914,STU006,Frank Miller,0.5859822929344491,neutral,0.8743958703725063,1,neutral
2025-09-09 05:28:29.215914,STU011,Kate Thompson,0.34314560977458863,focused,0.7113848848160709,1,neutral
2025-09-09 05:59:29.215914,STU006,Frank Miller,0.4200349125851565,neutral,0.6694058903867609,0,neutral
2025-09-09 06:19:29.215914,STU001,Alice Johnson,0.6673937449417159,focused,0.8360222326923021,1,neutral
2025-09-10 01:30:29.215914,STU003,Carol Davis,0.484050389260255,focused,0.8924408210723126,1,neutral
2025-09-10 02:32:29.215914,STU005,Emma Brown,0.3530904172898366,focused,0.6689568183670658,1,neutral
2025-09-10 04:30:29.215914,STU001,Alice Johnson,0.5623535477615313,focused,0.6584845976916334,1,neutral
2025-09-10 22:13:29.215914,STU009,Ivy Chen,0.6030616956633057,focused,0.920754246488136,0,neutral
2025-09-10 22:44:29.215914,STU002,Bob Smith,0.6312468975151744,neutral,0.7869906380816387,1,neutral
2025-09-11 01:42:29.215914,STU006,Frank Miller,0.36257330640566376,focused,0.611660708329515,1,neutral
2025-09-11 02:05:29.215914,STU007,Grace Lee,0.5051398640408264,focused,0.9374128934785921,1,neutral
2025-09-11 03:44:29.215914,STU012,Liam Garcia,0.6486151039701812,focused,0.785991618791841,0,neutral
2025-09-11 04:04:29.215914,STU005,Emma Brown,0.5946577634780764,focused,0.8759215404416973,1,neutral
2025-09-11 04:34:29.215914,STU002,Bob Smith,0.6112300271861895,focused,0.7632684586411416,1,neutral
2025-09-11 04:38:29.215914,STU004,David Wilson,0.6057257714950681,focused,0.9012790585678522,1,neutral
